train, 0, 0.25, 0.0, -4180.37109375
train, 100, 0.296875, 2.46875, -1911.272705078125
train, 200, 0.359375, 1.859375, -1005.4109497070312
train, 300, 0.484375, 1.390625, -224.3303680419922
train, 400, 0.46875, 1.375, 228.01385498046875
train, 500, 0.703125, 1.1875, 835.7130126953125
train, 600, 0.609375, 1.390625, 965.7681884765625
train, 700, 0.71875, 1.015625, 1512.8621826171875
train, 800, 0.6875, 1.03125, 1750.119384765625
train, 900, 0.59375, 0.875, 1968.296875
train, 1000, 0.5625, 0.890625, 2056.370849609375
test_in, 1000, 0.6088709677419355, 1.1658266129032258, 0
test_out, 1000, 0.020040760869565216, 2.5176630434782608, 0
train, 1100, 0.65625, 1.234375, 2119.9404296875
train, 1200, 0.578125, 1.1875, 2217.43505859375
train, 1300, 0.703125, 1.28125, 2426.62109375
train, 1400, 0.5, 1.3125, 2448.7578125
train, 1500, 0.484375, 1.15625, 2624.647705078125
train, 1600, 0.5625, 1.15625, 2865.74462890625
train, 1700, 0.5625, 1.0625, 2882.94482421875
train, 1800, 0.59375, 1.3125, 2895.767578125
train, 1900, 0.59375, 1.375, 3126.26806640625
train, 2000, 0.71875, 1.328125, 3299.10693359375
test_in, 2000, 0.6401209677419355, 1.2840221774193548, 0
test_out, 2000, 0.044497282608695655, 2.84375, 0
train, 2100, 0.703125, 1.125, 3516.020751953125
train, 2200, 0.765625, 1.015625, 3675.05126953125
train, 2300, 0.6875, 1.171875, 3776.76953125
train, 2400, 0.65625, 1.25, 3737.009521484375
train, 2500, 0.734375, 1.296875, 3807.46826171875
train, 2600, 0.609375, 1.1875, 4036.671630859375
train, 2700, 0.671875, 1.1875, 4015.317138671875
train, 2800, 0.671875, 1.421875, 3864.039794921875
train, 2900, 0.703125, 1.421875, 4120.119140625
train, 3000, 0.625, 1.3125, 4216.63525390625
test_in, 3000, 0.6567540322580645, 1.3371975806451613, 0
test_out, 3000, 0.050611413043478264, 2.883491847826087, 0
train, 3100, 0.640625, 1.40625, 4305.072265625
train, 3200, 0.640625, 1.484375, 4420.5390625
train, 3300, 0.640625, 1.59375, 4422.03515625
train, 3400, 0.5625, 1.59375, 4302.3369140625
train, 3500, 0.65625, 1.390625, 4617.716796875
train, 3600, 0.71875, 1.265625, 5068.42578125
train, 3700, 0.625, 1.421875, 4730.2255859375
train, 3800, 0.75, 1.21875, 5175.4462890625
train, 3900, 0.6875, 1.21875, 5258.494140625
train, 4000, 0.734375, 1.140625, 5419.1591796875
test_in, 4000, 0.6592741935483871, 1.3392137096774193, 0
test_out, 4000, 0.05400815217391304, 2.870923913043478, 0
train, 4100, 0.734375, 1.1875, 5374.94482421875
train, 4200, 0.65625, 1.25, 5388.98388671875
train, 4300, 0.65625, 1.296875, 5235.94873046875
train, 4400, 0.703125, 1.375, 5533.384765625
train, 4500, 0.671875, 1.5625, 5261.3408203125
train, 4600, 0.609375, 1.359375, 5396.453125
train, 4700, 0.59375, 1.296875, 5551.205078125
train, 4800, 0.625, 1.21875, 5468.72900390625
train, 4900, 0.640625, 1.5, 5507.51904296875
train, 5000, 0.65625, 1.46875, 5669.4296875
test_in, 5000, 0.6512096774193549, 1.4034778225806452, 0
test_out, 5000, 0.059103260869565216, 3.0237771739130435, 0
train, 5100, 0.6875, 1.46875, 5857.6484375
train, 5200, 0.765625, 1.28125, 5920.494140625
train, 5300, 0.78125, 0.96875, 6124.8662109375
train, 5400, 0.703125, 1.265625, 6135.255859375
train, 5500, 0.65625, 1.390625, 5783.73046875
train, 5600, 0.78125, 1.4375, 5942.7919921875
train, 5700, 0.609375, 1.28125, 6058.84423828125
train, 5800, 0.71875, 1.28125, 6092.59814453125
train, 5900, 0.6875, 1.578125, 5825.748046875
train, 6000, 0.71875, 1.515625, 5929.2333984375
test_in, 6000, 0.6580141129032258, 1.3813004032258065, 0
test_out, 6000, 0.04891304347826087, 2.8729619565217392, 0
train, 6100, 0.6875, 1.359375, 5942.85693359375
train, 6200, 0.625, 1.453125, 6030.4404296875
train, 6300, 0.65625, 1.578125, 6073.3720703125
train, 6400, 0.6875, 1.65625, 6059.39697265625
train, 6500, 0.546875, 1.5625, 5818.18994140625
train, 6600, 0.71875, 1.4375, 6178.2587890625
train, 6700, 0.703125, 1.3125, 6528.38037109375
train, 6800, 0.640625, 1.578125, 6183.986328125
train, 6900, 0.796875, 1.234375, 6573.4208984375
train, 7000, 0.71875, 1.25, 6658.97412109375
test_in, 7000, 0.6675907258064516, 1.3694556451612903, 0
test_out, 7000, 0.04823369565217391, 2.846807065217391, 0
train, 7100, 0.765625, 1.125, 6777.828125
train, 7200, 0.734375, 1.125, 6578.79296875
train, 7300, 0.75, 1.296875, 6686.30859375
train, 7400, 0.671875, 1.3125, 6175.9931640625
train, 7500, 0.6875, 1.390625, 6579.81103515625
train, 7600, 0.625, 1.640625, 6178.6748046875
train, 7700, 0.609375, 1.390625, 6320.0517578125
train, 7800, 0.671875, 1.328125, 6570.2001953125
train, 7900, 0.625, 1.25, 6302.537109375
train, 8000, 0.640625, 1.515625, 6392.619140625
test_in, 8000, 0.6532258064516129, 1.4574092741935485, 0
test_out, 8000, 0.07099184782608696, 3.114809782608696, 0
train, 8100, 0.625, 1.46875, 6343.19873046875
train, 0, 0.0, 5.890625, -3815.77734375
test_in, 0, 0.24974798387096775, 0.0, 0
test_out, 0, 0.0, 0.0, 0
train, 100, 0.296875, 2.703125, -2074.45654296875
test_in, 100, 0.26411290322580644, 2.4377520161290325, 0
test_out, 100, 0.16745923913043478, 3.777513586956522, 0
train, 200, 0.625, 1.578125, -627.0848388671875
test_in, 200, 0.40650201612903225, 1.783266129032258, 0
test_out, 200, 0.09986413043478261, 3.225203804347826, 0
train, 300, 0.421875, 1.359375, -61.64931106567383
test_in, 300, 0.49747983870967744, 1.5640120967741935, 0
test_out, 300, 0.08322010869565218, 3.2184103260869565, 0
train, 0, 0.15625, 0.0, -4005.5048828125
test_in, 0, 0.24294354838709678, 0.05922379032258065, 0
test_out, 0, 0.0006793478260869565, 0.025135869565217392, 0
train, 100, 0.234375, 2.578125, -1689.6729736328125
test_in, 100, 0.19153225806451613, 2.8480342741935485, 0
test_out, 100, 0.19667119565217392, 4.109714673913044, 0
train, 0, 0.046875, 5.65625, -4229.25390625
test_in, 0, 0.24949596774193547, 0.0, 0
test_out, 0, 0.0, 0.0, 0
train, 100, 0.296875, 1.921875, -2026.659912109375
test_in, 100, 0.328125, 1.9836189516129032, 0
test_out, 100, 0.08661684782608696, 3.127377717391304, 0
train, 200, 0.390625, 1.875, -924.73681640625
test_in, 200, 0.4259072580645161, 1.7913306451612903, 0
test_out, 200, 0.09680706521739131, 3.2455842391304346, 0
train, 300, 0.359375, 1.96875, -413.40167236328125
test_in, 300, 0.4659778225806452, 1.9606854838709677, 0
test_out, 300, 0.15387228260869565, 3.7075407608695654, 0
train, 0, 0.15625, 2.15625, -3766.29150390625
test_in, 0, 0.24924395161290322, 0.0, 0
test_out, 0, 0.0, 0.0, 0
train, 100, 0.1875, 2.21875, -1853.419189453125
test_in, 100, 0.25806451612903225, 2.4077620967741935, 0
test_out, 100, 0.2061820652173913, 4.149796195652174, 0
train, 0, 0.296875, 0.0, -3809.74267578125
test_in, 0, 0.25075604838709675, 0.0, 0
test_out, 0, 0.0, 0.0, 0
train, 100, 0.1875, 2.703125, -1995.9735107421875
test_in, 100, 0.24092741935483872, 2.584173387096774, 0
test_out, 100, 0.15115489130434784, 3.7170516304347827, 0
train, 0, 0.359375, 0.0, -3557.81982421875
test_in, 0, 0.25, 0.0, 0
test_out, 0, 0.0, 0.0, 0
train, 100, 0.234375, 2.515625, -1763.22607421875
test_in, 100, 0.22253024193548387, 2.633820564516129, 0
test_out, 100, 0.18614130434782608, 3.9765625, 0
